	f3bc810a-edc7-4412-9e09-006c0bcf2550
	tumor
IL6R	1.229099516
IL6R-AS1	0.07478031
IL6RP1	0
IL6ST	18.99901462
IL6STP1	0
IL7	0.735545481
IL7R	9.824730945
IL9	0
IL9R	0.188790419
IL9RP2	0
IL9RP3	0.04706603
IL9RP4	0
ILDR1	2.454637727
ILDR2	0.143760891
ILF2	79.8132579
ILF2P1	0.022485312
ILF2P2	0
ILF3	12.37132018
ILF3-AS1	9.17808954
ILK	1.530240392
ILKAP	4.343195279
ILVBL	5.060801113
IMMP1L	2.972284135
IMMP1LP1	0
IMMP1LP2	0
IMMP1LP3	0
IMMP2L	1.370503196
IMMT	27.2643383
IMMTP1	0
IMP3	27.66557781
IMP3P1	0
IMP3P2	0
IMP4	10.815313
IMPA1	4.772495482
IMPA1P1	0
IMPA2	9.935251414
IMPACT	8.325289812
IMPAD1	13.1936731
IMPDH1	13.19596798
IMPDH1P10	0
IMPDH1P11	0
IMPDH1P3	0
IMPDH1P4	0
IMPDH1P5	0.068215182
IMPDH1P6	0.017346661
IMPDH1P8	0
IMPDH2	27.97708042
IMPG1	0.013818913
IMPG2	0.14175699
INA	0.146311114
INAFM1	13.28837175
INAFM2	19.45395923
INAVA	1.853391239
INCA1	0.507331197
INCENP	2.495351913
INE1	0.416870555
INE2	0
INF2	4.694538897
ING1	2.964231562
ING2	8.913896887
ING3	1.586650587
ING4	11.16362891
ING5	0.896780072
INGX	0.042121644
INHA	0.044944971
INHBA	22.95732491
INHBA-AS1	0.043634042
INHBB	2.770549812
INHBC	0.039552477
INHBE	0.04355364
INIP	8.164461185
INMT	6.036720287
INMT-MINDY4	0.009119043
INO80	3.512196831
INO80-AS1	0.036886018
INO80B	1.67378184
INO80B-WBP1	0.012873944
INO80C	3.326110552
INO80D	1.622584452
INO80E	4.011178427
INPP1	3.479326849
INPP4A	1.766523355
INPP4B	1.011322723
INPP5A	5.336190571
INPP5B	1.3175537
INPP5D	4.259657379
INPP5E	3.025566405
INPP5F	4.162099043
INPP5J	0.359466563
INPP5K	6.539818294
INPPL1	4.495986344
INS	0
INSC	0.015291322
INSIG1	21.11820547
INSIG2	6.595630937
INS-IGF2	0
INSL3	0.341445438
INSL4	0
INSL5	0
INSL6	0
INSM1	0.03713375
INSM2	0.02614953
INSR	5.912972366
INSRR	0.046337111
INTS1	4.90653239
INTS10	10.33843831
INTS11	5.504973463
INTS12	4.009851874
INTS13	9.146850338
INTS14	9.014206881
INTS2	1.486437288
INTS3	2.161344179
INTS4	3.359603315
INTS4P1	0.010315336
INTS4P2	0.035181306
INTS5	7.019414878
INTS6	1.173689414
INTS6-AS1	0.098492323
INTS6L	0.907508088
INTS6L-AS1	0.065987048
INTS6P1	0.020761142
INTS7	5.315864872
INTS8	5.228529775
INTS9	5.991462489
INTS9-AS1	0.0479249
INTU	0.348187849
INVS	2.191884755
IP6K1	6.580862881
IP6K2	7.252168959
IP6K3	0.009306465
IPCEF1	0.706623631
IPMK	3.425774657
IPMKP1	0
IPO11	1.908758493
IPO13	7.703698964
IPO4	0.833990883
IPO5	8.869243268
IPO5P1	0.982468741
IPO7	18.80629947
IPO7P1	0
IPO7P2	0
IPO8	5.949524075
IPO8P1	0
IPO9	6.513361885
IPO9-AS1	0.082457912
IPP	1.956422459
IPPK	1.047260175
IPPKP1	0
IQANK1	18.42221859
IQCA1	2.140586694
IQCA1-AS1	0
IQCA1L	0
IQCB1	5.400722791
IQCB2P	0
IQCC	0.837273911
IQCD	0.224195018
IQCE	1.543368486
IQCF1	0
IQCF2	0
IQCF3	0
IQCF5	0
IQCF5-AS1	0
IQCF6	0
IQCG	3.173046428
IQCH	0.110844872
IQCH-AS1	0.448637429
IQCJ	0
IQCJ-SCHIP1-AS1	0.044362914
IQCK	1.004647184
IQCM	0.072463506
IQCN	0.312721226
IQGAP1	31.40018392
IQGAP2	2.498691727
IQGAP3	1.807469603
IQSEC1	5.934135994
IQSEC2	3.74213476
IQSEC3	0.328029289
IQSEC3P1	0
IQUB	0.09358896
IRAK1	14.92669569
IRAK1BP1	0.522331841
IRAK2	1.455276795
IRAK3	1.42550228
IRAK4	3.774496638
IREB2	3.706351894
IRF1	17.08650793
IRF2	26.61683709
IRF2BP1	10.81652273
IRF2BP2	30.56585978
IRF2BPL	14.7076986
IRF3	8.182046058
IRF4	1.705437372
IRF5	6.891370518
IRF5P1	0
IRF6	38.57405448
IRF7	13.0514747
IRF8	4.853691223
IRF9	1.024486308
IRGC	0
IRGM	0.011564441
IRGQ	3.691008811
IRS1	2.770620638
IRS2	5.273222987
IRS3P	0
IRS4	0
IRX1	0.155485089
IRX1P1	0
IRX2	1.412481614
IRX3	3.798233503
IRX4	0.046648037
IRX5	1.532383924
IRX6	0.83447698
ISCA1	12.18423791
ISCA1P1	0.135725297
ISCA1P2	0
ISCA1P3	0
ISCA1P4	0.391982761
ISCA1P6	0
ISCA2	5.834281141
ISCA2P1	0
ISCU	20.16896564
ISCUP1	0
ISG15	143.8044101
ISG20	3.902152979
ISG20L2	6.009210439
ISL1	0.054676291
ISL2	0.295619597
ISLR	169.1893573
ISLR2	0.266890082
ISM1	15.28369959
ISM1-AS1	0.120841311
ISM2	0.298802642
ISOC1	7.59456496
ISOC2	9.854524856
ISPD	0.507856568
ISPD-AS1	0
IST1	16.46895031
ISX	0
ISX-AS1	0
ISY1	7.382023462
ISY1-RAB43	0
ISYNA1	3.574753866
ITCH	7.564455794
ITCH-AS1	0
ITCH-IT1	0
ITFG1	6.320658954
ITFG1-AS1	0.041953426
ITFG2	3.525524308
ITFG2-AS1	0.310598692
ITGA1	4.880255042
ITGA10	0.440484425
ITGA11	13.5568883
ITGA2	12.31133111
ITGA2B	0.009462383
ITGA3	4.321767896
ITGA4	1.525711408
ITGA5	19.42764234
ITGA6	44.13187081
ITGA7	1.35579413
ITGA8	0.976832703
ITGA9	2.040233093
ITGA9-AS1	0.205332723
ITGAD	0.113124927
ITGAE	3.440168365
ITGAL	9.990593988
ITGAM	6.791715422
ITGAV	20.88617435
ITGAX	8.813683056
ITGB1	44.29424758
ITGB1BP1	9.764996112
ITGB1BP2	0.083525631
ITGB1-DT	0.04402824
ITGB1P1	0.733117183
ITGB2	29.16462465
ITGB2-AS1	0.452436213
ITGB3	0.466204348
ITGB3BP	1.967668728
ITGB4	59.43226267
ITGB5	54.23255079
ITGB5-AS1	0.057093141
ITGB6	1.491409003
ITGB7	0.843974487
ITGB8	2.857444665
ITGBL1	10.56639243
ITIH1	0.023118702
ITIH2	0.023324019
ITIH3	0.496780719
ITIH4	0.024041418
ITIH4-AS1	0
ITIH5	0.472185413
ITIH6	0.329659142
ITK	1.629981312
ITLN1	0.548987319
ITLN2	0.048159251
ITM2A	18.0933203
ITM2B	112.9045107
ITM2BP1	0
ITM2C	26.88647437
ITPA	12.92218204
ITPK1	8.62263832
ITPK1-AS1	0
ITPKA	0.640251
ITPKB	8.514148572
ITPKB-AS1	0.048815697
ITPKB-IT1	0
ITPKC	14.45426297
ITPR1	1.325871428
ITPR1-AS1	0.061218753
ITPR2	2.791070974
ITPR3	4.834811479
ITPRIP	9.931736274
ITPRIPL1	0.767787385
ITPRIPL2	4.864274241
ITSN1	1.176200616
ITSN2	3.547734172
IVD	6.206923713
IVL	11.47855881
IVNS1ABP	13.73259619
IWS1	11.52537382
IYD	0.032948947
IZUMO1	0.061523502
IZUMO1R	0.063590424
IZUMO2	0
IZUMO3	0
IZUMO4	0.360284516
JADE1	2.856720894
JADE2	7.657891413
JADE3	1.947857491
JADRR	0
JAG1	20.46803162
JAG2	6.470258505
JAGN1	15.94164908
JAK1	25.98429334
JAK2	4.93618194
JAK3	5.381319766
JAKMIP1	0.95813265
JAKMIP2	1.061840093
JAKMIP2-AS1	0.062352433
JAKMIP3	0.024164027
JAM2	6.449513755
JAM3	10.47430287
JAML	3.749650393
JARID2	6.911734592
JARID2-AS1	0.057720538
JAZF1	7.009958369
JAZF1-AS1	0.032090475
JCAD	6.508438089
JCHAIN	204.3186807
JDP2	3.133850305
JHDM1D-AS1	2.769737011
JHY	0.808087537
JKAMP	6.429868939
JKAMPP1	0
JMJD1C	3.700073726
JMJD1C-AS1	0.137707801
JMJD4	1.862440454
JMJD6	2.657523598
JMJD7	0.079947778
JMJD7-PLA2G4B	0.133619155
JMJD8	11.77679154
JMY	3.697478615
JOSD1	19.10521801
JOSD2	11.36206304
JPH1	0.461909333
JPH2	0.477265229
JPH3	0.216609898
JPH4	0.227641015
JPT1	51.94873814
JPT2	26.12514129
JPX	3.55945493
JRK	0.423330211
JRKL	3.762520939
JRKL-AS1	0
JSRP1	0.942768793
JTB	88.42643721
JTBP1	0
JUN	24.97195936
JUNB	47.22983053
JUND	60.82886527
JUP	352.1782676
KAAG1	0
KALRN	0.422521883
KANK1	2.673040653
KANK1P1	0
KANK2	11.93828197
KANK3	0.314218791
KANK4	0.206413664
KANSL1	3.844768874
KANSL1-AS1	10.81727835
KANSL1L	1.240568964
KANSL2	7.205606311
KANSL3	4.014442635
KANTR	0.178279813
KARS	49.03689871
KARSP1	0
KARSP2	0
KARSP3	0
KAT14	3.92305494
KAT2A	7.086578224
KAT2B	3.621979151
KAT5	6.136441802
KAT6A	6.57014304
KAT6B	2.395014667
KAT7	4.486299246
KAT8	6.780831452
KATNA1	8.431875267
KATNAL1	1.83078438
KATNAL2	0.280034517
KATNB1	3.506670434
KATNBL1	3.649712827
KATNBL1P1	0
KATNBL1P2	0
KATNBL1P3	0
KATNBL1P4	0
KATNBL1P5	0
KATNBL1P6	0.017914628
KAZALD1	0.537904934
KAZN	1.279493238
KAZN-AS1	0.045358972
KBTBD11	0.356172711
KBTBD11-OT1	0
KBTBD12	0
KBTBD13	0
KBTBD2	10.21654687
KBTBD3	1.014138139
KBTBD4	1.431651149
KBTBD6	2.9924833
KBTBD7	2.396609426
KBTBD8	0.526809601
KC877373.1	0.514957744
KC877392.1	0.061649871
KC877982.1	1.788108593
KCMF1	12.34696501
KCNA1	0.028270016
KCNA10	0
KCNA2	0.039276438
KCNA3	0.531595149
KCNA4	0.068865624
KCNA5	0.26262845
KCNA6	0
KCNA7	0
KCNAB1	0.436947508
KCNAB1-AS1	0
KCNAB1-AS2	0
KCNAB2	3.688478016
KCNAB3	0.120419158
KCNB1	0.017730191
KCNB2	0.241952508
KCNC1	0.002668446
KCNC2	0
KCNC3	0.326350471
KCNC4	0.213991162
KCNC4-AS1	0.070221511
KCND1	0.506533259
KCND2	2.084953128
KCND3	4.07820599
KCND3-AS1	0
KCND3-IT1	0
KCNE1	0.059761419
KCNE1B	0.122353621
KCNE2	0.099953739
KCNE3	2.721279285
KCNE4	5.648676887
KCNE5	0.106976965
KCNF1	0.103261514
KCNG1	0.328466702
KCNG2	0.024294954
KCNG3	0.309055445
KCNG4	0
KCNH1	0.149036623
KCNH1-IT1	0.377580838
KCNH2	0.165343758
KCNH3	0.080050876
KCNH4	0.046850131
KCNH5	0.004263449
KCNH6	0
KCNH7	0.005280025
KCNH8	0.021358852
KCNIP1	0.109218485
KCNIP2	0.071756407
KCNIP2-AS1	0.061794929
KCNIP3	0.156842911
KCNIP4	0.171279424
KCNIP4-IT1	0
KCNJ1	0.016991273
KCNJ10	1.433962251
KCNJ11	0.426238433
KCNJ12	0.182348398
KCNJ13	0.008821916
KCNJ14	0.350978112
KCNJ15	1.997790427
KCNJ16	0.066278473
KCNJ18	0
KCNJ2	2.076728461
KCNJ2-AS1	0.365657956
KCNJ3	0.015549346
KCNJ4	0.038154254
KCNJ5	1.762607044
KCNJ6	0.058822356
KCNJ6-AS1	0.073565392
KCNJ8	8.563971183
KCNJ9	0
KCNK1	8.855654642
KCNK10	0.467502811
KCNK12	0.003928623
KCNK13	2.863712278
KCNK15	0.282939461
KCNK15-AS1	0.02142157
KCNK16	0
KCNK17	0.193464788
KCNK18	0
KCNK2	0.46346197
KCNK3	0.08018545
KCNK4	0
KCNK5	0.510433355
KCNK6	3.052433107
KCNK7	0.588099535
KCNK9	0.242026667
KCNMA1	2.247241565
KCNMA1-AS1	0.02603596
KCNMA1-AS2	0
KCNMA1-AS3	0
KCNMB1	2.177409748
KCNMB2	0.392978764
KCNMB2-AS1	14.10210717
KCNMB3	0.242768252
KCNMB3P1	0.015498876
KCNMB4	1.136943021
KCNN1	0.065970472
KCNN2	0.19721786
KCNN3	0.778344354
KCNN4	3.114171339
KCNQ1	1.970870763
KCNQ1-AS1	0.024227717
KCNQ1DN	0.072084661
KCNQ1OT1	0.032088305
KCNQ2	0
KCNQ3	0.094712937
KCNQ4	0.100455539
KCNQ5	0.787538416
KCNQ5-AS1	0
KCNQ5-IT1	0.793016633
KCNRG	0.145455757
KCNS1	0.196768781
KCNS2	0.073661682
KCNS3	44.46481672
KCNT1	0.004506322
KCNT2	0.196046589
KCNU1	0
KCNV1	0.003763124
KCNV2	0
KCP	0.066778029
KCTD1	8.995290217
KCTD10	6.719454707
KCTD10P1	0
KCTD11	6.342270805
KCTD12	31.61666829
KCTD13	2.474466775
KCTD14	0.622065906
KCTD15	9.283266112
KCTD16	0.023885335
KCTD17	4.911321689
KCTD18	3.093832601
KCTD19	0.003557205
KCTD2	5.825685063
KCTD20	13.67233859
KCTD21	4.124856053
KCTD21-AS1	0.423283948
KCTD3	10.91754298
KCTD4	0.042245863
KCTD5	12.26367351
KCTD6	1.763411363
KCTD7	0.72249068
KCTD8	0.019425181
KCTD9	9.311535722
KCTD9P1	0
KCTD9P2	0
KCTD9P3	0
KCTD9P4	0
KCTD9P5	0
KCTD9P6	0
KDELC1	7.966507259
KDELC1P1	0.017404138
KDELC2	16.12169433
KDELR1	140.9746582
KDELR2	87.0162432
KDELR3	27.09334446
KDF1	9.154644785
KDM1A	17.55044212
KDM1B	5.515483218
KDM2A	9.859952487
KDM2B	2.097480387
KDM3A	4.938346173
KDM3B	8.151675656
KDM4A	7.55589971
KDM4A-AS1	1.183256091
KDM4B	1.697197986
KDM4C	1.149708368
KDM4D	0.582050963
KDM4E	0
KDM4F	0
KDM5A	5.280337406
KDM5B	6.691682544
KDM5C	8.645944032
KDM5C-IT1	0
KDM5D	0
KDM5DP1	0
KDM6A	3.266760936
KDM6B	3.79939201
KDM7A	2.826806748
KDM8	0.708752191
KDR	5.043607548
KDSR	10.77718339
KEAP1	18.05788808
KEL	0.535566555
KERA	1.603466945
KF455155.1	0
KF456478.1	0
KF459542.1	0
KHDC1	0.470379313
KHDC1L	0
KHDC1P1	0
KHDC3L	0
KHDC4	3.420927809
KHDRBS1	50.21268574
KHDRBS2	0.045047762
KHDRBS3	4.010058456
KHK	1.012750231
KHNYN	3.489698052
KHSRP	33.43433407
KHSRPP1	0.01485455
KIAA0040	9.691390624
KIAA0087	0
KIAA0100	6.950340345
KIAA0141	4.894695927
KIAA0232	2.740927577
KIAA0319	0.161121748
KIAA0319L	5.476767336
KIAA0355	4.591332595
KIAA0391	0.567987624
KIAA0408	0
KIAA0513	1.197683209
KIAA0556	0.960966731
KIAA0586	1.075373758
KIAA0753	0.879736512
KIAA0825	0.166428014
KIAA0895	0.659693936
KIAA0895L	0.571409179
KIAA0930	21.21421342
KIAA1024	0.146762957
KIAA1024L	0
KIAA1107	0.553387427
KIAA1109	1.116202986
KIAA1143	4.584387084
KIAA1147	2.720539405
KIAA1191	30.49345678
KIAA1210	0
KIAA1211	0.203523549
KIAA1211L	1.278255366
KIAA1217	16.46482245
KIAA1257	0.060521215
KIAA1324	1.039217951
KIAA1324L	2.28485133
KIAA1328	0.431931395
KIAA1468	3.094958714
KIAA1522	37.04976368
KIAA1549	0.314892082
KIAA1549L	0.767545396
KIAA1551	7.231568805
KIAA1586	1.866866753
KIAA1614	0.216388325
KIAA1614-AS1	0
KIAA1671	5.779552618
KIAA1755	0.90651166
KIAA1841	1.77123041
KIAA1958	0.746706393
KIAA2012	0.017250949
KIAA2013	25.5904649
KIAA2026	2.917725903
KIDINS220	8.555212986
KIF11	7.965315529
KIF12	0.097106318
KIF13A	5.624343592
KIF13B	1.288089498
KIF14	0.703759072
KIF15	1.247298786
KIF16B	2.718288093
KIF17	0.470028545
KIF18A	1.969150758
KIF18B	1.551510712
KIF18BP1	0
KIF19	0.055878394
KIF1A	0.080762977
KIF1B	3.068179536
KIF1BP	8.049123406
KIF1C	4.811793972
KIF20A	8.108437732
KIF20B	2.223390757
KIF21A	2.627842505
KIF21B	0.376109878
KIF22	7.814292691
KIF23	2.775781324
KIF24	0.527281661
KIF25	0.056337887
KIF25-AS1	0.119067302
KIF26A	0.221578177
KIF26B	3.705207315
KIF26B-AS1	0.129693062
KIF27	0.383212718
KIF28P	0.007480161
KIF2A	2.838631755
KIF2B	0
KIF2C	4.811733525
KIF3A	1.160006126
KIF3AP1	0
KIF3B	8.016988393
KIF3C	3.355147146
KIF4A	3.059073933
KIF4B	0
KIF4CP	0
KIF5A	0.113256159
KIF5B	26.58012623
KIF5C	0.242250876
KIF6	0.061961549
KIF7	0.656439836
KIF9	0.368128767
KIF9-AS1	0.198392255
KIFAP3	11.51703306
KIFC1	7.545170107
KIFC2	0.608291664
KIFC3	1.121642337
KIN	1.991586285
KIR2DL1	0.015688677
KIR2DL3	0.061529508
KIR2DL4	0.594113082
KIR2DP1	0
KIR2DS4	0
KIR3DL1	0
KIR3DL2	0.027983852
KIR3DL3	0
KIR3DP1	0
KIR3DX1	0.02049783
KIRREL1	6.775894069
KIRREL1-IT1	0.089481584
KIRREL2	0.06212382
KIRREL3	0.147253412
KIRREL3-AS1	0.044817142
KIRREL3-AS2	0
KIRREL3-AS3	0.029709101
KISS1	0
KISS1R	0.031265292
KIT	0.840335503
KITLG	4.978635344
KIZ	2.017502974
KIZ-AS1	0
KL	0.353218643
KLB	0.069090023
KLC1	0.904486323
KLC2	4.146260429
KLC3	6.396806791
KLC4	1.676960977
KLF1	0.098980571
KLF10	15.19479114
KLF11	5.974811536
KLF12	2.259220387
KLF13	6.805060688
KLF14	0.111480064
KLF15	0.820713905
KLF16	3.315073154
KLF17	0.050328033
KLF17P1	0
KLF2	15.73428125
KLF2P1	0
KLF2P2	0
KLF2P3	0
KLF2P4	0
KLF3	14.12196173
KLF3-AS1	0.086999072
KLF3P1	0
KLF3P2	0
KLF4	27.46150446
KLF4P1	0
KLF5	47.85059319
KLF6	23.83720022
KLF7	3.266551219
KLF7-IT1	0.12028784
KLF7P1	0
KLF8	0.360961292
KLF8P1	0
KLF9	14.32657224
KLHDC1	0.611576563
KLHDC10	5.980726397
KLHDC2	3.3207661
KLHDC3	47.08840949
KLHDC4	0.688468603
KLHDC7A	0.035731762
KLHDC7B	5.066419773
KLHDC8A	0.582659666
KLHDC8B	7.594075651
KLHDC9	0.916145754
KLHL1	0
KLHL10	0
KLHL11	0.198376504
KLHL12	8.569436179
KLHL13	2.816965613
KLHL14	0.036826906
KLHL15	1.737736074
KLHL17	0.471880278
KLHL18	1.368166329
KLHL2	3.852607422
KLHL20	3.253530629
KLHL21	6.256501538
KLHL22	2.611587252
KLHL23	1.511221974
KLHL24	21.59018387
KLHL25	0.512960402
KLHL26	1.658878887
KLHL28	2.022720352
KLHL29	0.386671821
KLHL2P1	0.050408532
KLHL3	0.175026552
KLHL30	0.07048536
KLHL30-AS1	0.00845552
KLHL31	0.045730185
KLHL32	0.019104882
KLHL33	0
KLHL34	0.036065428
KLHL35	0.08856742
KLHL36	2.291265713
KLHL38	0.066253393
KLHL4	0.112851689
KLHL40	0
KLHL41	0.040095947
KLHL42	3.032183622
KLHL5	11.49254744
KLHL6	1.678471222
KLHL6-AS1	0.052212415
KLHL7	4.136788344
KLHL7-AS1	0.102429193
KLHL8	2.242734109
KLHL9	6.075870086
KLK1	1.689745702
KLK10	19.91014018
KLK11	2.100690137
KLK12	0.489923055
KLK13	0.732794877
KLK14	0.56649795
KLK15	0
KLK2	0
KLK3	0
KLK4	0.339313242
KLK5	0
KLK6	0.079745481
KLK7	0.010789994
KLK8	0
KLK9	0
KLKB1	0.026680845
KLKP1	0.027471595
KLLN	0.221057381
KLRA1P	0.416870555
KLRB1	9.340721792
KLRC1	0.350430845
KLRC2	0.070080974
KLRC3	0.068631128
KLRC4	0.028239618
KLRC4-KLRK1	0.030396811
KLRD1	0.808830435
KLRF1	0.666992888
KLRF2	0
KLRG1	0.545878995
KLRG2	1.314935342
KLRK1	0.121346478
KMO	0.843626537
KMT2A	2.864146154
KMT2B	2.685304996
KMT2C	2.245803586
KMT2D	1.40959497
KMT2E	8.649985002
KMT2E-AS1	1.926893516
KMT5A	10.10021183
KMT5B	4.76759477
KMT5C	0.973512787
KNCN	0
KNDC1	0.023023158
KNG1	0.007022151
KNL1	1.009518138
KNOP1	1.37050022
KNOP1P1	0
KNOP1P2	0
KNOP1P3	0
KNOP1P4	0.018263453
KNOP1P5	0
KNSTRN	5.491191448
KNTC1	1.370537869
KPNA1	6.212214776
KPNA2	36.42506045
KPNA2P1	0
KPNA2P2	0
KPNA2P3	0
KPNA3	10.93013351
KPNA4	27.89503069
KPNA5	1.739511689
KPNA6	9.866122238
KPNA7	0.015224838
KPNB1	32.09827261
KPRP	3.23543074
KPTN	3.227213999
KRAS	10.14259419
KRASP1	0
KRBA1	0.462564629
KRBA2	0.065798108
KRBOX1	0.151705187
KRBOX1-AS1	0
KRBOX4	2.097202911
KRCC1	20.76457679
KREMEN1	0
KREMEN2	0.070328965
KRI1	5.982536982
KRIT1	3.615162733
KRR1	2.946598848
KRR1P1	0
KRT1	0
KRT10	27.41277179
KRT12	0
KRT125P	0
KRT126P	0
KRT127P	0
KRT128P	0
KRT13	150.9414866
KRT14	151.6014378
KRT15	9.169147173
KRT16	149.9688032
KRT16P1	0.03320208
KRT16P2	0.472731209
KRT16P3	0.055854626
KRT16P4	0.034785225
KRT16P5	0
KRT16P6	0.096453261
KRT17	14.42023769
KRT17P1	0
KRT17P2	0.024487501
KRT17P3	0.020810495
KRT17P4	0
KRT17P5	0
KRT17P6	0.01691104
KRT17P7	0
KRT17P8	0
KRT18	67.436261
KRT18P1	0.039463328
KRT18P10	0.020406251
KRT18P11	0.081879485
KRT18P12	0
KRT18P13	0.020358795
KRT18P14	0
KRT18P15	0
KRT18P16	0.020295862
KRT18P17	0
KRT18P18	0
KRT18P19	0.074504525
KRT18P2	0
KRT18P20	0.02053389
KRT18P21	0
KRT18P22	0.05849186
KRT18P23	0
KRT18P24	0
KRT18P25	0.020549957
KRT18P26	0
KRT18P27	0.040435481
KRT18P28	0.078867402
KRT18P29	0
KRT18P3	0
KRT18P31	0.020327279
KRT18P32	0
KRT18P33	0.025180101
KRT18P34	0.289511677
KRT18P35	0
KRT18P36	0
KRT18P37	0
KRT18P38	0
KRT18P39	0
KRT18P4	0.142732853
KRT18P40	0
KRT18P41	0
KRT18P42	0
KRT18P43	0
KRT18P44	0
KRT18P45	0
KRT18P46	0
KRT18P47	0
KRT18P48	0.061649871
KRT18P49	0.031565919
KRT18P5	0
KRT18P50	0
KRT18P51	0
KRT18P52	0
KRT18P53	0
KRT18P54	0
KRT18P55	0.075540302
KRT18P56	0
KRT18P57	0
KRT18P58	0
KRT18P59	0.015735677
KRT18P6	0
KRT18P60	0
KRT18P61	0.020233317
KRT18P62	0
KRT18P63	0.080478585
KRT18P64	0
KRT18P65	0
KRT18P66	0
KRT18P67	0
KRT18P68	0
KRT18P7	0
KRT18P8	0.042155449
KRT18P9	0
KRT19	515.3633617
KRT19P1	0.199296463
KRT19P2	0.025951428
KRT19P3	0
KRT19P4	0
KRT19P6	0
KRT2	0.020826998
KRT20	0.184949612
KRT222	0.091161658
KRT223P	0.015403428
KRT23	0.959290684
KRT24	0.08377303
KRT25	0
KRT26	0
KRT27	0
KRT28	0
KRT3	0.06795044
KRT31	0.543028749
KRT32	0
KRT33A	0.061218753
KRT33B	0
KRT34	0.059995077
KRT35	0
KRT36	0.168983453
KRT37	0
KRT38	0
KRT39	0.013565519
KRT4	0.150662456
KRT40	0.023607052
KRT41P	0
KRT42P	0.354651069
KRT43P	0
KRT5	450.6048236
KRT6A	1832.577909
KRT6B	65.57655153
KRT6C	11.48092601
KRT7	3.387926249
KRT71	0.02319015
KRT72	0.036577778
KRT73	0
KRT73-AS1	0
KRT74	0.008789439
KRT75	0.858853794
KRT76	0.103846757
KRT77	0.36550012
KRT78	0.265850885
KRT79	0.020663135
KRT7-AS	0.015512608
KRT8	86.96455526
KRT80	13.38499478
KRT81	0.326753903
KRT82	0.009858425
KRT83	0.014006851
KRT84	0
KRT85	0.038721482
KRT86	1.491957776
KRT87P	0
KRT89P	0.019628434
KRT8P1	0.043517556
KRT8P10	0.018149858
KRT8P11	0.256044449
KRT8P12	4.041424603
KRT8P13	0.026002817
KRT8P14	0.036425582
KRT8P15	0.018099824
KRT8P17	0
KRT8P18	0.018174979
KRT8P19	0
KRT8P2	0.02782081
KRT8P20	0
KRT8P21	0
KRT8P22	0
KRT8P23	0
KRT8P24	0
KRT8P25	0
KRT8P26	0.020582167
KRT8P27	0
KRT8P28	0
KRT8P29	0.019155977
KRT8P3	0.579993816
KRT8P30	0
KRT8P31	0
KRT8P32	0
KRT8P33	0.184559698
KRT8P34	0
KRT8P35	0
KRT8P36	0.072952347
KRT8P37	0.055484884
KRT8P38	0
KRT8P39	0
KRT8P4	0.018062479
KRT8P40	0
KRT8P41	0
KRT8P42	0.225271008
KRT8P43	0.018012925
KRT8P44	0.019453959
KRT8P45	0.381147024
KRT8P46	0.055251427
KRT8P47	0
KRT8P48	0.258323065
KRT8P49	0.036679951
KRT8P5	0
KRT8P50	0.036526905
KRT8P51	0
KRT8P6	0
KRT8P7	0
KRT8P8	0.018137324
KRT8P9	0.036249613
KRT9	0.022936982
KRT90P	0
KRTAP10-1	0
KRTAP10-10	0
KRTAP10-11	0
KRTAP10-12	0
KRTAP10-13P	0
KRTAP10-2	0
KRTAP10-3	0
KRTAP10-4	0
KRTAP10-5	0
KRTAP10-6	0
KRTAP10-7	0
KRTAP10-8	0
KRTAP10-9	0
KRTAP1-1	0
KRTAP11-1	0
KRTAP12-1	0
KRTAP12-2	0
KRTAP12-3	0
KRTAP12-4	0
KRTAP1-3	0
KRTAP13-1	0
KRTAP13-2	0
KRTAP13-3	0
KRTAP13-4	0
KRTAP13-5P	0
KRTAP13-6P	0
KRTAP1-4	0
KRTAP1-5	0
KRTAP15-1	0
KRTAP16-1	0.016900158
KRTAP17-1	0
KRTAP19-1	1.666836909
KRTAP19-10P	0
KRTAP19-11P	0
KRTAP19-2	0
KRTAP19-3	0
KRTAP19-4	0
KRTAP19-5	0
KRTAP19-6	0
KRTAP19-7	0
KRTAP19-8	0
KRTAP19-9P	0
KRTAP20-1	0
KRTAP20-2	0
KRTAP20-3	0
KRTAP20-4	0
KRTAP2-1	0
KRTAP21-1	0
KRTAP21-2	0
KRTAP21-3	0
KRTAP21-4P	0
KRTAP2-2	0
KRTAP22-1	0
KRTAP22-2	0
KRTAP2-3	0.1500734
KRTAP23-1	0
KRTAP2-4	0
KRTAP24-1	0
KRTAP25-1	0
KRTAP2-5P	0
KRTAP26-1	0
KRTAP27-1	0
KRTAP29-1	0
KRTAP3-1	0.253572296
KRTAP3-2	0
KRTAP3-3	0
KRTAP3-4P	0
KRTAP4-1	1.439059998
KRTAP4-11	0
KRTAP4-12	0
KRTAP4-16	0
KRTAP4-2	0
KRTAP4-3	0
KRTAP4-4	0
KRTAP4-5	0
KRTAP4-6	0
KRTAP4-7	0
KRTAP4-8	0
KRTAP4-9	0
KRTAP5-1	0.055759756
KRTAP5-10	0
KRTAP5-11	0
KRTAP5-14P	0
KRTAP5-2	0
KRTAP5-3	0
KRTAP5-4	0
KRTAP5-5	0
KRTAP5-6	0.140443021
KRTAP5-7	0
KRTAP5-8	0
KRTAP5-9	0.092474806
