	00068002-f4f0-4610-bfe6-67169c760d21
	tumor
FOXO4	5.239251256
FOXO6	0.14299653
FOXP1	0.836631481
FOXP1-AS1	0
FOXP1-IT1	0.016148897
FOXP2	1.196831061
FOXP3	0.820451819
FOXP4	12.43056242
FOXP4-AS1	0.734273402
FOXQ1	3.065823366
FOXR1	0.161704376
FOXR2	0
FOXRED1	6.99611639
FOXRED2	21.06397175
FOXS1	1.018231419
FP236240.1	0
FP236240.2	0
FP236240.3	0
FP236241.1	0
FP236241.2	0
FP236315.1	0
FP236315.2	0
FP236315.3	0
FP236383.1	0.013006588
FP236383.2	0
FP236383.3	0
FP325317.1	0.016999092
FP325318.1	0
FP325330.1	0
FP325330.2	0
FP325330.3	0.053932947
FP325331.1	0.062120594
FP325332.1	0.04192001
FP325335.1	0
FP475955.1	0
FP475955.2	0
FP475955.3	0
FP475955.4	0
FP565260.1	0.012604973
FP565260.2	0.01787084
FP565260.3	0.008512205
FP565260.4	0
FP565260.5	0.05965652
FP565260.6	0.055200528
FP565260.7	0.110900931
FP671120.1	0.549088357
FP671120.2	0
FP671120.3	0
FP671120.4	0.866861593
FP700107.1	0
FP700111.1	0
FP700111.2	0
FP885919.1	0
FPGS	10.0461216
FPGT	3.130996827
FPGT-TNNI3K	0.012214351
FPR1	1.47614241
FPR2	0.270308531
FPR3	2.680239191
FRA10AC1	1.839050353
FRAS1	2.329057413
FRAT1	1.294472173
FRAT2	11.41469423
FREM1	0.504491722
FREM2	7.475455117
FREM2-AS1	0.061452631
FREM3	0
FRG1	7.5330773
FRG1BP	8.649784256
FRG1-DT	0
FRG1HP	0.97884734
FRG1JP	0.18415987
FRG1KP	0
FRG2	0
FRG2B	0.013626835
FRG2C	0
FRG2DP	0
FRG2FP	0.049481339
FRG2GP	0
FRG2HP	0
FRG2IP	0
FRG2JP	0
FRG2KP	0
FRG2LP	0
FRG2MP	0
FRGCA	0
FRK	7.127669059
FRMD1	0.00493702
FRMD3	0.096925749
FRMD4A	0.711014655
FRMD4B	3.6001722
FRMD5	0.103910812
FRMD6	46.24395295
FRMD6-AS1	2.97420807
FRMD6-AS2	0
FRMD7	0.008596713
FRMD8	21.48573836
FRMD8P1	0.075001242
FRMPD1	0.004870543
FRMPD2	0.003630014
FRMPD2B	0
FRMPD3	0.015601372
FRMPD3-AS1	0
FRMPD4	0
FRMPD4-AS1	0
FRRS1	2.452703493
FRRS1L	0.055777427
FRS2	4.640259115
FRS3	1.869703811
FRY	1.804163576
FRY-AS1	0.153769363
FRYL	1.399492932
FRZB	0.180743031
FSBP	0
FSCB	0
FSCN1	194.9277609
FSCN1P1	0.154357722
FSCN2	0.240605768
FSCN3	0
FSD1	0.119408921
FSD1L	0.179374237
FSD2	0.004372012
FSHB	0
FSHR	0
FSIP1	0.06778323
FSIP2	0.026457658
FSIP2-AS1	0.194832772
FST	50.0094843
FSTL1	9.050373324
FSTL3	1.386613127
FSTL4	1.820445205
FSTL5	2.310584483
FTCD	0.276174915
FTCD-AS1	0
FTCDNL1	2.184314238
FTH1	366.5402696
FTH1P1	0.107426591
FTH1P10	0.245810522
FTH1P11	2.12630563
FTH1P12	0.674194468
FTH1P14	0
FTH1P15	0.714386831
FTH1P16	2.84719389
FTH1P18	0
FTH1P19	0
FTH1P2	1.387158894
FTH1P20	9.751119513
FTH1P21	0.055920691
FTH1P22	0.384669832
FTH1P23	1.662572988
FTH1P24	0
FTH1P25	0
FTH1P26	0
FTH1P27	0
FTH1P3	1.712571169
FTH1P4	0.361714851
FTH1P5	1.048641219
FTH1P6	0
FTH1P7	3.364865507
FTH1P8	2.334960847
FTH1P9	0
FTHL17	0.035148184
FTL	1485.338778
FTLP1	0
FTLP10	0.247489109
FTLP12	0.127284959
FTLP13	0
FTLP14	2.066408188
FTLP15	0
FTLP16	0.111405354
FTLP17	0.054429473
FTLP18	0
FTLP19	0
FTLP2	0.48708193
FTLP3	1.94832772
FTLP4	0
FTLP5	0.053512122
FTLP6	0
FTLP8	0
FTMT	0
FTO	1.379025431
FTOP1	0.066377406
FTSJ1	14.37728371
FTSJ3	14.43576765
FTX	0.288923571
FUBP1	13.50602141
FUBP3	17.2791585
FUCA1	11.8098927
FUCA1P1	0
FUCA2	23.65431224
FUK	1.40851421
FUNDC1	10.94814414
FUNDC2	3.152444422
FUNDC2P1	0.751986138
FUNDC2P2	0
FUNDC2P3	0
FUNDC2P4	0
FUOM	6.186901524
FURIN	42.08959297
FUS	33.55249088
FUT1	6.040129961
FUT10	2.609818461
FUT11	4.190293426
FUT2	10.79611814
FUT3	7.683851919
FUT4	2.202466743
FUT5	0.014345117
FUT6	0.91988187
FUT7	0.165879295
FUT8	13.52003733
FUT8-AS1	1.258748656
FUT9	0.027077859
FUZ	8.553268765
FXN	6.971287616
FXNP1	0
FXNP2	0.208961413
FXR1	26.26648775
FXR2	8.847774093
FXYD1	0.697324632
FXYD2	0.005107323
FXYD3	95.36871343
FXYD4	0.034553172
FXYD5	12.70763611
FXYD6	0.345937721
FXYD6-FXYD2	0
FXYD6P1	0
FXYD6P2	0
FXYD6P3	0
FXYD7	0.015919484
FYB1	1.133649921
FYB2	0.006167812
FYCO1	3.880738803
FYN	1.230006201
FYTTD1	18.47346481
FYTTD1P1	0
FZD1	7.953363078
FZD10	14.69695271
FZD10-AS1	1.212804917
FZD2	7.211518574
FZD3	1.54204338
FZD4	0.87471989
FZD5	3.548504651
FZD6	47.30945506
FZD7	54.75176186
FZD8	4.445861467
FZD9	0.953330587
FZR1	14.94770101
G0S2	5.14754483
G2E3	5.116794708
G2E3-AS1	1.968951121
G3BP1	16.64176963
G3BP2	18.72145023
G6PC	0
G6PC2	0
G6PC3	14.16529721
G6PD	70.00952418
GAA	18.47208151
GAB1	4.024117931
GAB2	2.194542324
GAB3	0.395677076
GAB4	0
GABARAP	11.41253454
GABARAPL1	14.62342499
GABARAPL2	8.862729171
GABARAPL3	0
GABBR1	2.489811008
GABBR2	0.118925725
GABPA	14.17983512
GABPAP	0.063220074
GABPB1	3.682205359
GABPB1-AS1	1.946172867
GABPB2	0.251889578
GABRA1	0
GABRA2	0.011976309
GABRA3	2.283039239
GABRA4	0
GABRA5	0.061911232
GABRA6	0
GABRB1	0
GABRB2	0.002856976
GABRB3	0.062852573
GABRD	0.326068678
GABRE	6.867389009
GABRG1	0.004211566
GABRG2	0.244179893
GABRG3	0.024956745
GABRG3-AS1	0
GABRP	3.629907549
GABRQ	1.162093937
GABRR1	1.05134748
GABRR2	0.025628227
GABRR3	0.010021208
GACAT1	0
GACAT2	0.244533389
GACAT3	0
GAD1	0.43684902
GAD2	0
GADD45A	13.01019612
GADD45B	2.806758362
GADD45G	1.23207411
GADD45GIP1	34.89350715
GADL1	0
GAGE1	0
GAGE10	0
GAGE12B	0
GAGE12C	0
GAGE12D	0
GAGE12E	0
GAGE12F	0
GAGE12G	0
GAGE12H	0
GAGE12J	0
GAGE13	0
GAGE2A	0
GAGE2E	0
GAK	3.256340631
GAL	0.681415131
GAL3ST1	0.037885944
GAL3ST2	2.711541255
GAL3ST3	0.011517724
GAL3ST4	10.91874131
GALC	3.412309257
GALE	2.427981385
GALK1	6.414902153
GALK2	2.815429708
GALM	3.195536791
GALNS	1.397824268
GALNT1	25.98327755
GALNT10	3.013819442
GALNT11	7.447881026
GALNT12	4.335965972
GALNT13	0.793276174
GALNT14	10.80574606
GALNT15	0.030190674
GALNT16	0.055553133
GALNT17	0.076279497
GALNT18	18.46730335
GALNT2	22.72973519
GALNT3	45.47927429
GALNT4	0.312271332
GALNT5	0.104779529
GALNT6	9.591277661
GALNT7	11.78400068
GALNT8	0.043446636
GALNT9	0.008200738
GALNTL5	0.008594127
GALNTL6	0.009275743
GALP	0.335106829
GALR1	0
GALR2	0.356145927
GALR3	0.09879161
GALT	1.705320957
GAMT	17.59121215
GAMTP2	0
GAN	2.290712023
GANAB	122.083835
GANC	1.83129288
GAP43	0.164305548
GAPDH	1394.379566
GAPDHP1	15.15495247
GAPDHP14	0
GAPDHP15	0
GAPDHP16	0
GAPDHP17	0
GAPDHP19	0
GAPDHP2	0.171796432
GAPDHP20	0
GAPDHP21	0.056585095
GAPDHP22	0
GAPDHP23	0.086330735
GAPDHP24	0
GAPDHP25	0
GAPDHP26	0
GAPDHP27	0.05603034
GAPDHP28	0.028490003
GAPDHP29	0
GAPDHP31	0.05636188
GAPDHP32	0.057265477
GAPDHP33	0
GAPDHP34	0
GAPDHP35	5.35790123
GAPDHP36	0
GAPDHP37	0.177120702
GAPDHP38	0.171110618
GAPDHP39	0.02918843
GAPDHP40	0.142025215
GAPDHP41	0
GAPDHP42	0
GAPDHP44	0.170261012
GAPDHP45	0
GAPDHP46	0
GAPDHP47	0.057208155
GAPDHP48	0
GAPDHP49	0.059470288
GAPDHP50	0
GAPDHP51	0
GAPDHP52	0
GAPDHP53	0
GAPDHP54	0
GAPDHP55	0
GAPDHP56	0
GAPDHP57	0
GAPDHP58	0.028405043
GAPDHP59	0.214048489
GAPDHP60	0.287190686
GAPDHP61	0.284333067
GAPDHP62	0.230912915
GAPDHP63	0.73779772
GAPDHP64	0.08547001
GAPDHP65	1.732707621
GAPDHP66	0.029550644
GAPDHP67	0.036263291
GAPDHP68	0.141743419
GAPDHP69	0.170092103
GAPDHP70	0.136724752
GAPDHP71	0.056980006
GAPDHP72	0.339510573
GAPDHP73	0.056753671
GAPDHP74	0
GAPDHP75	0
GAPDHP76	0
GAPDHS	0.01881203
GAPLINC	0.217510738
GAPT	0.043653335
GAPVD1	5.459226188
GAR1	8.142473554
GAREM1	1.782191248
GAREM2	2.054508683
GARNL3	1.11118653
GARS	45.85014514
GARSP1	0
GART	25.64824761
GAS1	2.30463668
GAS1RR	0.117246072
GAS2	0.016194658
GAS2L1	36.6041545
GAS2L1P1	0
GAS2L1P2	0
GAS2L2	0.037923654
GAS2L3	2.088838093
GAS5	17.79376066
GAS5-AS1	1.235251004
GAS6	179.9027295
GAS6-AS1	6.736302099
GAS6-AS2	6.397275512
GAS7	0.543216917
GAS8	1.094163267
GAS8-AS1	0.062120594
GASAL1	0.74746731
GAST	4.377519303
GATA1	0.038100631
GATA2	1.365009149
GATA2-AS1	1.752328625
GATA3	0.896003157
GATA3-AS1	0.077440307
GATA4	3.627406459
GATA5	0.022023486
GATA6	0.3404429
GATA6-AS1	0
GATAD1	10.16334928
GATAD2A	24.69021152
GATAD2B	6.446486137
GATB	0.714569119
GATC	9.376529093
GATD1	8.795644753
GATM	0.283862317
GBA	13.40258626
GBA2	3.926673398
GBA3	0
GBAP1	0.273561697
GBE1	3.652753394
GBF1	16.8759232
GBGT1	2.439651229
GBP1	5.981844856
GBP1P1	1.725219897
GBP2	4.411987501
GBP3	0.48545719
GBP4	3.129450389
GBP5	1.849352129
GBP6	58.33720647
GBP7	0
GBX1	0
GBX2	0.530775529
GC	0
GCA	1.856157922
GCAT	18.5115827
GCC1	8.721048777
GCC2	1.805061138
GCC2-AS1	0.751044978
GCDH	4.912273081
GCFC2	6.264120206
GCG	0
GCGR	0.052901215
GCH1	4.221926915
GCHFR	7.540490649
GCK	0.034662146
GCKR	0.009083113
GCLC	68.75603938
GCLM	30.06751362
GCM1	0
GCM2	0
GCN1	23.81585432
GCNA	0.05524118
GCNT1	0.844486366
GCNT1P1	0
GCNT1P2	0
GCNT1P3	0.09939295
GCNT1P4	0.086855542
GCNT1P5	0
GCNT2	5.145605541
GCNT2P	0.091784175
GCNT3	0.62226127
GCNT4	0.766608842
GCNT7	0.083068236
GCOM1	0.004135978
GCOM2	0.207068647
GCSAM	0.838455598
GCSAML	0.018317611
GCSH	3.08554312
GCSHP1	0
GCSHP2	0
GCSHP3	0
GCSHP4	0
GCSHP5	0.164226858
GDA	0.741140184
GDAP1	9.689708838
GDAP1L1	0.016883588
GDAP2	1.195182236
GDE1	23.63170929
GDF1	0
GDF10	0.011625498
GDF11	5.040400556
GDF15	2.19074064
GDF2	0
GDF3	0.046126672
GDF5	0.539974929
GDF5OS	0
GDF6	0.370608677
GDF7	0.07327796
GDF9	0.12200568
GDI1	23.64979234
GDI2	75.86352388
GDI2P1	0.021388827
GDI2P2	0.187996534
GDNF	0.207310945
GDNF-AS1	0.012327642
GDPD1	0.865923431
GDPD2	2.545578547
GDPD3	0.740453828
GDPD4	0.035853793
GDPD5	0.246165524
GDPGP1	1.112752073
GEM	1.089925527
GEMIN2	6.28615268
GEMIN2P1	0
GEMIN2P2	0
GEMIN4	9.634470976
GEMIN5	4.455888055
GEMIN6	3.053467215
GEMIN7	10.08721666
GEMIN7-AS1	0.427776545
GEMIN8	3.512991345
GEMIN8P2	0
GEMIN8P3	0
GEMIN8P4	2.939863501
GEN1	3.339080409
GET4	1.097018353
GFAP	0.00469528
GFER	7.199700548
GFI1	0.225071888
GFI1B	0
GFM1	19.40360687
GFM2	6.059607141
GFOD1	2.572487857
GFOD1-AS1	0
GFOD2	2.437843001
GFPT1	12.23466009
GFPT2	0.765200957
GFRA1	0.029526217
GFRA2	0.039993664
GFRA3	0.29430355
GFRA4	0
GFRAL	0
GFY	0.137089157
GGA1	6.359255169
GGA2	13.21324883
GGA3	5.620416872
GGACT	2.317596621
GGCT	77.28081957
GGCX	10.85164432
GGH	24.96930328
GGN	0.233555155
GGNBP1	1.38188817
GGNBP2	8.027214341
GGPS1	9.415127041
GGT1	12.30923632
GGT2	2.173039789
GGT3P	0.354069275
GGT4P	0.050191112
GGT5	2.799018107
GGT6	4.863525655
GGT7	2.312243282
GGT8P	0.322279773
GGTA1P	0.317434717
GGTA2P	0.127002103
GGTLC1	0.044684086
GGTLC2	0.023250995
GGTLC3	0.118080468
GGTLC4P	0.086070702
GGTLC5P	0
GH1	0
GH2	0
GHDC	4.713993219
GHET1	0.584702758
GHITM	49.68475431
GHR	0.860290344
GHRH	0.050132409
GHRHR	0.037304795
GHRL	0.06922353
GHRLOS	0.317134341
GHSR	0.022933767
GID4	6.137419297
GID8	35.86463007
GIF	0
GIGYF1	8.262992705
GIGYF2	3.919116781
GIMAP1	0.365596232
GIMAP1-GIMAP5	0
GIMAP2	0.967505293
GIMAP3P	0
GIMAP4	3.218486952
GIMAP5	0.052119086
GIMAP6	1.036983695
GIMAP7	1.433323896
GIMAP8	1.126900832
GIMD1	0
GIN1	0.915617746
GINM1	26.31282454
GINS1	14.70920377
GINS2	5.81314774
GINS3	4.836279896
GINS4	3.909229123
GIP	0
GIPC1	54.43498931
GIPC2	0.086309005
GIPC3	0.237304968
GIPR	0.072404071
GIT1	34.8078169
GIT2	1.563611406
GJA1	116.1178515
GJA10	0
GJA1P1	0.075001242
GJA3	0.674493035
GJA4	3.228678978
GJA5	1.388844385
GJA6P	0
GJA8	0
GJA9	0.01389182
GJB1	0.025570893
GJB2	159.184342
GJB3	19.78854514
GJB4	1.227537934
GJB5	24.18897992
GJB6	121.5731029
GJB7	2.223571026
GJC1	3.213915811
GJC2	0.089178918
GJC3	0.025605263
GJD2	0
GJD3	0.161443352
GJD4	0.018085743
GJE1	0
GK	1.295734278
GK2	0
GK3P	0.017193426
GK5	5.445745309
GKAP1	0.701497864
GK-AS1	0.087789472
GK-IT1	0.071978522
GKN1	0
GKN2	0.017287038
GLA	18.16929605
GLB1	11.27565648
GLB1L	0.812612402
GLB1L2	1.574006149
GLB1L3	0.485575397
GLCCI1	0.307129269
GLCE	2.598945755
GLDC	3.559659465
GLDCP1	0.074693171
GLDN	0.119997788
GLE1	21.82657354
GLG1	16.90916317
GLI1	3.153905703
GLI2	3.055870213
GLI3	0.259805147
GLI4	6.253513768
GLIDR	0.383784176
GLIPR1	1.876788613
GLIPR1L1	0.103235091
GLIPR1L2	0.105555838
GLIPR2	4.349458281
GLIS1	0.119332204
GLIS2	1.298013217
GLIS2-AS1	1.68091019
GLIS3	0.36343611
GLIS3-AS1	0.15572465
GLMN	3.044122577
GLMP	11.26224355
GLO1	93.34411598
GLOD4	8.981154444
GLOD5	0.107730342
GLP1R	0.036812204
GLP2R	0
GLRA1	0
GLRA2	0.007696061
GLRA3	0
GLRA4	1.154776655
GLRB	0.01652239
GLRX	0.478599659
GLRX2	4.531599295
GLRX3	14.38440601
GLRX3P2	0.027529358
GLRX5	26.8679757
GLRXP1	0
GLRXP2	0
GLRXP3	0
GLS	3.85581332
GLS2	0.745267111
GLT1D1	0.106808842
GLT6D1	0
GLT8D1	6.136867462
GLT8D2	0.681408411
GLTP	164.7965348
GLTPD2	0.670392334
GLTPP1	0
GLUD1	31.75864615
GLUD1P2	0.213568559
GLUD1P3	0.111188612
GLUD1P4	0
GLUD1P8	0
GLUD1P9	0
GLUD2	0.286557092
GLUL	73.15030076
GLULP3	0
GLULP4	0.076405009
GLULP5	0
GLULP6	0
GLYAT	0
GLYATL1	0.005252844
GLYATL1B	0
GLYATL1P1	0
GLYATL1P2	0.147676864
GLYATL1P4	0.031540257
GLYATL2	11.44262693
GLYATL3	0
GLYCAM1	0
GLYCTK	1.441577142
GLYCTK-AS1	0.04108623
GLYR1	19.56401229
GM2A	43.24281257
GM2AP1	0
GM2AP2	0.152538113
GMCL1	11.62874296
GMCL1P2	0
GMCL2	0.036148606
GMDS	1.22826732
GMDS-AS1	0.071563377
GMEB1	2.371335137
GMEB2	11.96563793
GMFB	11.95606983
GMFBP1	0
GMFG	2.435627584
GMIP	5.738016148
GML	0
GMNC	0
GMNN	16.22662171
GMPPA	4.341799533
GMPPB	2.954183453
GMPR	1.625934184
GMPR2	14.89221778
GMPS	27.34690477
GMPSP1	0.987062978
GNA11	22.28538989
GNA12	22.30941357
GNA13	28.96737823
GNA14	0.13652376
GNA14-AS1	0
GNA15	19.43307154
GNAI1	4.74477288
GNAI2	26.19605147
GNAI2P1	0
GNAI2P2	0
GNAI3	3.020120671
GNAL	0.362057506
GNAO1	0.634816383
GNAQ	11.7336609
GNAQP1	0.133905685
GNAS	90.96311113
GNAS-AS1	0
GNAT1	0.010375989
GNAT2	0
GNAT3	0
GNAZ	0.483699417
GNB1	40.03772476
GNB1L	1.676580427
GNB2	86.04648098
GNB3	0.748266683
GNB4	1.746617411
GNB5	1.896868355
GNE	4.100843884
GNG10	8.720214834
GNG10P1	0
GNG11	1.393697385
GNG12	13.99133564
GNG12-AS1	0.065975119
GNG13	0.05808023
GNG2	0.380767397
GNG3	0.647969914
GNG4	1.708920173
GNG5	39.08569674
GNG5P1	0
GNG5P2	0
GNG5P3	0
GNG5P5	0
GNG7	0.225546379
GNG8	0.132293858
GNGT1	1.936499668
GNGT2	0.1353486
GNL1	8.097375596
GNL2	9.201849516
GNL2P1	0
GNL3	17.4742722
GNL3L	8.211723476
GNL3LP1	0.052176762
GNLY	3.015831655
GNMT	0.3198747
GNPAT	16.64275907
GNPATP	0
GNPDA1	14.49334151
GNPDA2	1.194974335
GNPNAT1	16.8858309
GNPTAB	4.815056351
GNPTG	7.384203223
GNRH1	0.227046893
GNRH2	0.243047767
GNRHR	0.052819729
GNRHR2	0.45775688
GNRHR2P1	0
GNS	27.82516242
GOLGA1	5.720791699
GOLGA2	17.45070201
GOLGA2P1	0
GOLGA2P10	2.04807146
GOLGA2P11	0
GOLGA2P2Y	0
GOLGA2P3Y	0
GOLGA2P4	0.073553342
GOLGA2P5	0.268620402
GOLGA2P6	0
GOLGA2P7	0.063953246
GOLGA2P8	0.330140255
GOLGA2P9	0
GOLGA3	11.70917258
GOLGA4	7.305548478
GOLGA5	23.5281514
GOLGA5P1	0
GOLGA6A	0
GOLGA6B	0
GOLGA6C	0
GOLGA6D	0
GOLGA6L1	0
GOLGA6L10	0.04242382
GOLGA6L11P	0
GOLGA6L16P	0
GOLGA6L17P	0.018423903
GOLGA6L2	0
GOLGA6L22	0.006487054
GOLGA6L3	0.051058022
GOLGA6L4	0.004711537
GOLGA6L5P	0.021986771
GOLGA6L6	0.007120726
GOLGA6L7	0.34571461
GOLGA6L9	0.3954331
GOLGA7	20.13219476
GOLGA7B	0.951335823
GOLGA8A	2.023566845
GOLGA8B	1.020818731
GOLGA8CP	0
GOLGA8DP	0
GOLGA8EP	0
GOLGA8F	0.005045996
GOLGA8G	0.0087534
GOLGA8H	0
GOLGA8IP	0
GOLGA8J	0
GOLGA8K	0
GOLGA8M	0
GOLGA8M	0
GOLGA8N	0.018794707
GOLGA8O	0
GOLGA8Q	0
GOLGA8R	0
GOLGA8S	0
GOLGA8T	0
GOLGA8UP	0.016282321
GOLGA8VP	0
GOLGB1	9.204842703
GOLIM4	70.58701467
GOLM1	5.434267882
GOLPH3	43.46344868
GOLPH3L	9.768365434
GOLT1A	0.025154466
GOLT1B	18.40927161
GON4L	4.011598146
GON7	8.072447376
GOPC	11.67882043
GORAB	2.347839041
GORASP1	4.097218587
GORASP2	36.35078457
GOSR1	5.568842223
GOSR2	5.152776913
GOT1	20.75965691
GOT1L1	0
GOT2	29.97920731
GOT2P1	0
GOT2P2	0.296947364
GOT2P3	0.142166533
GOT2P5	0
GP1BA	0.331342952
GP1BB	0
GP2	0
GP5	0.056601107
GP6	0.148004671
GP9	0
GPA33	0.009515642
GPAA1	42.53093689
GPAA1P1	0
GPAA1P2	0
GPALPP1	1.146497957
GPAM	1.389732945
GPANK1	6.714588238
GPAT2	0.075410292
GPAT2P1	0
GPAT2P2	0.099335365
GPAT3	2.249453342
GPAT4	6.046957428
GPATCH1	2.928858664
GPATCH11	3.897298452
GPATCH2	2.672177163
GPATCH2L	1.853305354
GPATCH3	4.790405174
GPATCH4	9.164502682
GPATCH8	7.895934087
GPBAR1	0.127379524
GPBP1	8.645052005
GPBP1L1	10.26840966
GPC1	74.79792378
GPC2	0.574794002
GPC3	8.32704679
GPC4	1.826295365
GPC5	0.550793069
GPC5-AS1	0
GPC5-AS2	0
GPC5-IT1	0
GPC6	0.335766228
GPC6-AS1	0
GPC6-AS2	0
GPCPD1	4.65896112
GPD1	0.565638282
GPD1L	2.189873833
GPD2	16.57816763
GPER1	1.043562852
GPHA2	0.833194144
GPHB5	0.368376266
GPHN	4.243269871
GPI	116.0047553
GPIHBP1	0.087654826
GPKOW	15.35398561
GPLD1	1.858945199
GPM6A	0
GPM6B	1.047347741
GPM6BP1	0
GPM6BP2	0
GPM6BP3	0
GPN1	14.6615215
GPN2	3.053254018
GPN3	12.94980983
GPN3P1	0
GPNMB	415.9276234
GPR1	0.040332355
GPR101	0
GPR107	25.314261
GPR108	18.80129175
GPR119	0
GPR12	0.005393634
GPR132	0.768816303
GPR135	0.539701524
GPR137	10.64757152
GPR137B	15.22210137
GPR137C	0.10151145
GPR139	0
GPR141	0.123596337
GPR142	0.017770817
GPR143	1.643721911
GPR143P	0
GPR146	0.406929207
GPR148	0
GPR149	2.706243698
GPR15	0.045647721
GPR150	0.041514005
GPR151	0
GPR152	0
GPR153	7.301376427
GPR155	0.684134125
GPR156	0.070754721
GPR157	2.627752005
GPR158	0.036986116
GPR158-AS1	0
GPR160	13.10189934
GPR161	5.911640131
GPR162	0.962633544
GPR17	0.04279367
GPR171	0.286550706
GPR173	0.142629315
GPR174	0.181720021
GPR176	0.657547941
GPR179	0.00698496
GPR18	0.134789968
GPR180	2.843943039
GPR182	0.074523112
GPR183	1.143018929
GPR19	0.588286525
GPR20	0.264063779
GPR21	0.024423481
GPR22	0.007758749
GPR25	0.842002894
GPR26	0
GPR27	2.837695134
GPR3	1.25651017
GPR31	0
GPR32	0
GPR32P1	0
GPR33	0.027034506
GPR34	0.370532589
GPR35	0.106687756
GPR37	1.305334427
GPR37L1	0.650625529
GPR39	0.042184047
GPR4	1.935318218
GPR42	0
GPR45	0.043726814
GPR50	0.043939733
GPR50-AS1	0
GPR52	0.105056887
GPR53P	0
GPR55	0.069190008
GPR6	0
GPR61	0.028253385
GPR62	0.365181766
GPR63	0.254452299
GPR65	0.227491605
GPR68	1.856795545
GPR75	1.297042756
GPR75-ASB3	0.036635222
GPR78	0.010251904
GPR79	0
GPR82	0.102390468
GPR83	0.173508245
GPR84	0.587454662
GPR85	0.092727333
GPR87	29.50106276
GPR88	0.024556408
GPR89A	0.51422482
GPR89B	0.261140821
GPR89P	0.133798202
GPRASP1	0.428181381
GPRASP2	1.459326054
GPRC5A	12.38157649
GPRC5B	18.26738666
GPRC5C	5.008293434
GPRC5D	11.56747359
GPRC5D-AS1	2.877623767
GPRC6A	0.019968884
GPRIN1	2.938299669
GPRIN2	2.323209205
GPRIN3	0.167261895
GPS1	19.78694832
GPS2	0.471786706
GPS2P1	0.347774522
GPS2P2	0
GPSM1	2.372630201
GPSM2	5.101881008
GPSM3	3.760741892
GPT	0.155526886
GPT2	4.020534004
GPX1	115.5852826
GPX1P1	9.053615279
GPX1P2	0.518696709
GPX2	530.4858365
GPX3	11.99754298
GPX4	160.6397331
GPX5	0
GPX6	0
GPX7	8.246499665
GPX8	4.07798894
GRAMD1A	11.09451645
GRAMD1B	0.160864998
GRAMD1C	0.705792978
GRAMD2A	0.160439794
GRAMD2B	2.087576642
GRAMD4	8.786153692
GRAMD4P1	0
GRAMD4P2	0
GRAMD4P3	0
GRAMD4P4	0
GRAMD4P5	0
GRAMD4P6	0
GRAMD4P7	0
GRAMD4P8	0
GRAP	0.459856344
GRAP2	0.166190151
GRAPL	0.01409047
GRASP	1.363622794
GRB10	1.761541139
GRB14	1.845137047
GRB2	51.19469323
GRB7	12.15470504
GREB1	0.161822112
GREB1L	0.002702939
GREM1	0.776698814
GREM2	0.027410526
GRHL1	16.42586621
GRHL2	17.5979647
GRHL3	18.29845659
GRHPR	5.461213469
GRIA1	0.011226613
GRIA2	0
GRIA3	0.017628299
GRIA4	0.0113361
GRID1	0.120490273
GRID1-AS1	0
GRID2	0
GRID2IP	0.663581381
GRIFIN	0
GRIK1	0.006734733
GRIK1-AS1	0
GRIK2	0
GRIK3	0.002826177
GRIK4	0.091944142
GRIK5	0.341948224
GRIN1	0.271783368
GRIN2A	0.001787643
GRIN2B	0.000931647
GRIN2C	0.016664027
GRIN2D	11.41223494
GRIN3A	0.077411699
GRIN3B	0.374503307
GRINA	58.17998011
GRIP1	0.595882399
GRIP2	0.043947242
GRIPAP1	4.740997239
GRK1	6.292271781
GRK2	26.56039859
GRK3	5.341583139
GRK4	0.664687704
GRK5	0.53476957
GRK5-IT1	0
GRK6	11.07586655
GRK6P1	0.016701036
GRK7	0.247024776
GRM1	0.047154246
GRM2	0.116782515
GRM3	0.006387008
GRM4	0.071876957
GRM5	0.003300852
GRM5-AS1	0.01181537
GRM6	0
GRM7	0.010436623
GRM7-AS1	0
GRM7-AS2	0
GRM7-AS3	0
GRM8	0.008851006
GRN	152.7488932
GRP	0
GRPEL1	8.195694739
GRPEL2	3.440179171
GRPEL2-AS1	0.071260532
GRPEL2P1	0
GRPEL2P2	0
GRPEL2P3	0
GRPR	0.04444086
GRSF1	11.34209535
GRTP1	257.4536463
GRTP1-AS1	11.19226267
GRWD1	12.82251844
GRXCR1	0
GRXCR2	0.153014582
GSAP	2.673097262
GSC	0.135643069
GSC2	0.055325214
GSDMA	0.909802062
GSDMB	1.083980695
GSDMC	6.379323437
GSDMD	9.473026308
GSDME	0.202344028
GSE1	2.926928448
GSEC	0.898020512
GSG1	0.009509309
GSG1L	0.010963159
GSG1L2	0
GSK3A	25.34809307
GSK3B	16.18658145
GSKIP	8.428106511
GSN	77.82082064
GSN-AS1	0.203981963
GSPT1	25.90966455
GSPT2	7.373328744
GSR	101.6163955
GSS	29.28911668
GSTA1	12.84353949
GSTA10P	0
GSTA11P	0
GSTA12P	0.225003726
GSTA2	0.065290495
GSTA3	0.306663615
GSTA4	52.27669332
GSTA5	0
GSTA6P	0.049524217
GSTA7P	0.127569077
GSTA8P	0.134578367
GSTA9P	9.546586668
GSTCD	2.705477687
GSTK1	6.758626591
GSTM1	0.125131451
GSTM2	0.836951662
